processo,cd_acordao,classe,assunto,relator,comarca,orgao_julgador,camara,secao,data_julgamento,data_publicacao,valor_indenizacao,tem_dano_moral,houve_majoracao,n_palavras_ementa,ementa
1003969-49.2018.8.26.0010,19751007,Apelação Cível,Acidente de Trânsito,José Augusto Genofre Martins,São Paulo,29ª Câmara de Direito Privado,29,Direito Privado,24/09/2025,24/09/2025,20000.0,True,True,187,"ACIDENTE DE TRÂNSITO – AÇÃO INDENIZATÓRIA DE DANOS MATERIAIS E MORAIS – Autora que fora atropelada por ônibus da empresa ré – Sentença de parcial procedência da lide principal e procedência da lide secundária – Apelo das corrés e da autora – Recurso da corré Movebuss – Preliminar de inépcia da inicial afastada – No mérito, réu defende a culpa e a responsabilidade da autora pelo sinistro ocorrido, pugnando pela reforma da sentença de primeiro grau – Descabimento – Elementos de prova dos autos que conduzem ao entendimento exposto em sede de sentença – Recurso da seguradora corré igualmente desprovido – Recurso da parte autora, buscando a majoração do valor indenizatório fixado a título de dano moral e estético – Descabimento – Verbas arbitradas em consonância com os princípios da razoabilidade e da proporcionalidade – Verba indenizatória fixada de forma adequada (R$ 20.000,00 a título de danos morais e R$ 20.000,00 a título de danos estéticos), levando em conta a gravidade do dano e o sofrimento da vítima – Sentença mantida, nos termos do art. 252 do Regimento Interno deste E. Tribunal de Justiça – Recursos improvidos."
1005914-54.2022.8.26.0229,19750361,Apelação Cível,Bancários,Alexandre David Malfatti,Hortolândia,12ª Câmara de Direito Privado,12,Direito Privado,24/09/2025,24/09/2025,5000.0,False,False,269,"AÇÃO DECLARATÓRIA. SENTENÇA DE PARCIAL PROCEDÊNCIA. APELAÇÃO DA AUTORA PARCIALMENTE PROVIDA.

EMPRÉSTIMO CONSIGNADO. DEFEITO DO SERVIÇO. FRAUDE. CONTRATAÇÃO FRAUDULENTA. RESTITUIÇÃO DOBRADA. DANOS MORAIS CONFIGURADOS. Ação declaratória cumulada com obrigação de fazer e indenização por danos morais e materiais. Sentença de parcial procedência. Recurso da autora. A inexistência do débito é fato incontroverso e acobertado pela coisa julgada material. Primeiro, determina-se a restituição dobrada dos valores. Demonstrada a cobrança de má-fé do banco réu. Inadmissível contratação de empréstimo consignado sem o consentimento da autora. Circunstância que deixou escancarado um método comercial sem transparência e informação, suscetível à fraude. Segundo, mantém-se o valor da indenização por danos morais . A consumidora experimentou dissabores, transtornos e aborrecimentos advindos não somente da falta de segurança do sistema bancário, mas também pelo atendimento ineficiente. Valor mantido em R$ 5.000,00, parâmetro razoável e admitido pela Turma julgadora em casos semelhantes. E terceiro, ajusta-se a compensação dos valores creditados em favor da autora. Pretensão de qualificação do valor como amostra grátis. Descabimento. Nesse ponto, forço reconhecer não incidência do parágrafo único do inciso III do art. 39 do CDC. Devolução que se dará pelo valor histórico. Evita-se o enriquecimento sem causa e necessário reconhecer que fora o fornecedor quem deu causa ao ilícito reconhecido. E sequer se aplicam a atualização do valor e a incidência de juros, porque em conta corrente as instituições financeiras não propiciam qualquer adição de correção monetária aos saldos. Exigir-se a incidência de juros ou de correção monetária traduziria uma punição à consumidora vítima do evento danoso. Ação julgada parcialmente procedente em maior extensão em segundo grau.

SENTENÇA REFORMADA. RECURSO PARCIALMENTE PROVIDO."
1012466-79.2023.8.26.0009,19750374,Apelação Cível,Bancários,Alexandre David Malfatti,São Paulo,12ª Câmara de Direito Privado,12,Direito Privado,24/09/2025,24/09/2025,8010.66,True,True,346,"AÇÃO DECLARATÓRIA CUMULADA COM INDENIZAÇÃO. SENTENÇA DE PARCIAL PROCEDÊNCIA. APELAÇÃO DA AUTORA IMPROVIDA.

EMPRÉSTIMO CONSIGNADO. REPETIÇÃO SIMPLES DOS VALORES INDEVIDAMENTE DESCONTADOS. DANO MORAL NÃO CONFIGURADO. COMPENSAÇÃO DEVIDA. Ação declaratória de inexistência de débito cumulada com pedido de repetição de indébito e indenização por danos morais . Sentença de parcial procedência. Recurso da autora. Primeiro, mantém-se a determinação de restituição simples dos valores descontados. Aplicação da jurisprudência fixada pelo STJ. Caso singular. No caso concreto, não houve comprovação de violação à boa-fé pelo réu para a determinação de devolução em dobro. A própria demora do consumidor em reclamar dos descontos, aliada à fragmentação das demandas não viabiliza o acolhimento do pedido de devolução dobrada. Segundo, rejeita-se o pleito para majoração da indenização pelos danos morais . Caso singular. Autora que ingressou com dezoito ações em face do mesmo réu. Petição inicial padronizada que foi incapaz de esclarecer no que consistiram os danos morais , a partir do contrato indicado especificamente. Valor da indenização mantido, tendo em vista a ausência de recurso do réu. E terceiro, E quarto, autoriza-se a compensação. A compensação envolverá os empréstimos quitados, cuja validade não foi discutida nestes autos. Por isso, a compensação implicará a somatória total do valor disponibilizado à autora, primeiro para quitação do empréstimo anterior (R$ 8.010,66) e segundo o ""troco"" creditado em sua conta corrente (R$ 610,96 – fl. 361). Ação julgada parcialmente procedente.

LITIGÂNCIA DE MÁ-FÉ. RECONHECIMENTO. EXPEDIENTE USADO PELA PARTE AUTORA DE FRAGMENTAÇÃO DO LITÍGIO. OPÇÃO DE MULTIPLICAÇÃO DE DEMANDAS PARA AMPLIAR PRETENSÃO DE REPARAÇÃO DE DANOS MORAIS . PRÁTICA DE LITIGÂNCIA DENOMINADA ""PREDATÓRIA"". MULTA PROCESSUAL IMPOSTA. Reconhecimento de litigância predatória. Parte que promoveu desnecessariamente 02 (duas) ações diferentes contra o mesmo banco réu e 18 ações no total, em curto espaço de tempo. Num expediente de fragmentação proposital de demandas em relação a outros processos, promoveu uma ""litigância predatória"", sempre com o objetivo único de multiplicação de reparações de danos morais . Reconhecimento, de litigância de má-fé com imposição de multa processual em 5% do valor da causa (atualizado, desde o ajuizamento).

SENTENÇA MANTIDA. RECURSO IMPROVIDO."
1501188-46.2024.8.26.0637,19747608,Apelação Criminal,Ameaça,Gilberto Cruz,Tupã,6ª Câmara de Direito Criminal,6,Direito Criminal,23/09/2025,23/09/2025,,False,False,180,"DIREITO PENAL. APELAÇÃO. VIOLÊNCIA DOMÉSTICA. AMEAÇA. RECURSO DEFENSIVO DESPROVIDO E MINISTERIAL ACOLHIDO EM PARTE.
Caso em julgamento: Configuração. Autoria e materialidade comprovadas. Prova segura. Confissão corroborada pelas declarações da vítima e pelo depoimento da filha do ex-casal, tudo em harmonia com o conjunto probatório – Estado de ira ou nervosismo que não exclui a intenção de intimidar – Imputabilidade penal evidenciada (CP, art. 28, II) – Condenação mantida – Pena e regime de cumprimento estabelecidos não questionados – Justiça gratuita. Custas processuais devidas por força de lei – Indenização para reparação dos danos morais à vítima. Necessidade. Pedido deduzido na denúncia. Contraditório preservado. Inteligência do entendimento consolidado no Tema Repetitivo nº 983/STJ. Valor arbitrado em 02 salários mínimos.

Dispositivo: Recurso defensivo desprovido, acolhido em parte o ministerial para estabelecer o valor mínimo de reparação dos danos causados à vítima em 02 salários mínimos.

Legislação Citada: CP, arts. 147, caput, 61, II, ""f""; 65, III, ""d""; CPP, art. 387, IV; Lei nº 13.105/2015, art. 98, § 3º.

Jurisprudência Citada: STJ – Tema 983; HC nº 615.661/MS. TJSP – Apelação Criminal 1500560-88.2019.8.26.0069."
1012348-38.2023.8.26.0451,19745496,Apelação Cível,Vícios de Construção,Salles Rossi,Piracicaba,8ª Câmara de Direito Privado,8,Direito Privado,23/09/2025,23/09/2025,10000.0,True,False,128,"COMPROMISSO DE COMPRA E VENDA – OBRIGAÇÃO DE FAZER – INDENIZAÇÃO por DANOS MORAIS – ENTREGA DE UNIDADE EM CONFORMAÇÃO DIVERSA DO APTO. DECORADO APRESENTADO AO COMPRADOR – VÍCIOS CONSTRUTIVOS. Sentença de parcial procedência. Condenação das corrés em obrigação de fazer – correção dos vícios construtivos. Insurgência. Pleito de indenização por danos morais . Admissibilidade. DANOS MORAIS . Caracteriza dano moral indenizável a surpresa desagradável e a frustração da expectativa do comprador com a entrega de imóvel novo com vícios construtivos, aliados aos transtornos decorrentes da convivência com as obras necessárias para a correção dos problemas. Valor da indenização arbitrado em R$ 10.000,00, que atende ao binômio razoabilidade e proporcionalidade, visando, ainda, conferir maior efetividade às funções punitiva e pedagógica da responsabilidade civil. Precedentes. Sentença reformada. RECURSO PROVIDO."
1032907-71.2023.8.26.0562,19745757,Embargos de Declaração Cível,Bancários,Regina Aparecida Caro Gonçalves,Santos,Núcleo 4.0-T. I (DP2),,,23/09/2025,23/09/2025,,False,False,363,"Direito do consumidor. Contratos de consumo. Bancários. Embargos de declaração. Alegada omissão quanto à solidariedade do embargado. Inexistência de vício no acórdão. Pretensão de rediscussão do mérito. Rejeição.

I. Caso em exame
1. Embargos de declaração opostos contra acórdão que deu parcial provimento à apelação do embargante apenas para retificar os índices de correção dos consectários legais. O embargante sustenta omissão no julgado, afirmando não ter sido apreciado documento que indicaria solidariedade do embargado como devedor, o que poderia alterar o resultado da demanda.

II. Questão em discussão
2. A questão em discussão consiste em verificar se o acórdão incorreu em omissão quanto à análise de documento que demonstraria a condição de devedor solidário do embargado, ensejando a oposição de embargos de declaração.

III. Razões de decidir
3. O art. 1.022 do CPC restringe os embargos de declaração à correção de omissão, obscuridade, contradição ou erro material, não sendo via adequada para rediscutir o mérito da decisão.
4. O acórdão embargado apreciou expressamente a alegada solidariedade, destacando a ausência de prova válida da assunção da obrigação pelo embargado, visto que os documentos apresentados consistem apenas em telas internas do sistema bancário, produzidas unilateralmente, sem assinatura ou anuência do autor.
5. O documento de fls. 61 encontra-se na mesma situação dos demais já examinados, carecendo de elementos que demonstrem a adesão do autor como devedor solidário.
6. A solidariedade, conforme o art. 265 do CC, não se presume e deve resultar de lei ou da vontade expressa das partes, o que não ocorreu no caso.
7. A utilização dos embargos de declaração como sucedâneo recursal caracteriza mero inconformismo e afronta ao disposto no art. 1.026, § 2º, do CPC, que prevê a possibilidade de multa em caso de embargos manifestamente protelatórios.

IV. Dispositivo
8. Embargos de declaração conhecidos e rejeitados.
_________ 
Dispositivos relevantes citados: CPC, arts. 1.022, I a III, 1.025 e 1.026, § 2º; CC, arts. 113, § 1º, 186, 187, 265, 421 e 422; CDC, arts. 4º, I, 6º, III, IV e VIII, 14, 42, parágrafo único, 46, 47, 51, IV e X, § 1º, I a III, 54, §§ 3º e 4º.
Jurisprudência relevante citada: Embargos de Declaração Cível nº 1083133-45.2022.8.26.0100/50000."
1004462-38.2020.8.26.0533,19745490,Apelação Cível,Bancários,Simões de Vergueiro,Santa Bárbara D Oeste,16ª Câmara de Direito Privado,16,Direito Privado,23/09/2025,23/09/2025,10000.0,False,False,291,"RECURSOS DE APELAÇÃO INTERPOSTOS CONTRA R. SENTENÇA PELA QUAL FOI JULGADA PROCEDENTE AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS E MATERIAIS.
ALEGAÇÃO DE ILEGITIMIDADE PASSIVA ARGUIDA PELOS DEMANDADOS ""BANCO WESTERN UNION DO BRASIL S.A."", E ""VISA DO BRASIL EMPREENDIMENTOS LTDA"" - CADEIA DE CONSUMO RECONHECIDA – RESPONSABILIDADE SOLIDÁRIA, NOS EXATOS TERMOS EM QUE DEFINIDOS PELOS ARTIGOS 7º, PARÁGRAFO ÚNICO, E 14, AMBOS DO CÓDIGO DE DEFESA DO CONSUMIDOR – LEGITIMIDADE PASSIVA CONFIGURADA – PRECEDENTES NESSE SENTIDO – PRELIMINARES REPELIDAS.
CARTÃO INTERNACIONAL DENOMINADO ""SHIPMONEY"", POR MEIO DO QUAL RECEBIA SEU SALÁRIO, E DO QUAL UTILIZAVA PARA SEUS GASTOS, QUE NÃO CUMPRIU COM SUA DESTINAÇÃO, FICANDO ASSIM O RECORRENTE SEM RECURSOS, O QUE SE DEU EM PAÍS ESTRANHO – PROBLEMA QUE PERSISTIU MESMO APÓS SOLICITAÇÕES ADMINISTRATIVAS PROMOVIDAS PELO DEMANDANTE - AUTOR QUE FICOU À MERCÊ DA PRÓPRIA SORTE EM TERRITÓRIO ESTRANGEIRO - FALHA NA PRESTAÇÃO DO SERVIÇO BANCÁRIO – IMPERATIVA CONDENAÇÃO DA CASA DE VALORES AO PAGAMENTO DE COMPENSAÇÃO PELOS DANOS MORAIS E MATERIAIS INICIALMENTE BUSCADOS, ESTES QUE DECORREM DA CONDUTA INEFICIENTE LEVADA A CABO PELOS RÉUS – MONTANTE COMPENSATÓRIO FIXADO EM R$ 10.000,00 – VALOR QUE NÃO SE MOSTROU EXCESSIVO, OU DESPROPORCIONAL EM RELAÇÃO AOS MALEFÍCIOS EXPERIMENTADOS PELO AUTOR – ACERTO DA R. SENTENÇA - REAPRECIAÇÃO PORMENORIZADA DA R. SENTENÇA QUE IMPLICARÁ EM DESNECESSÁRIA REPETIÇÃO DOS SOFRÍVEIS FUNDAMENTOS DO PENSAMENTO ADOTADO PELO JUÍZO – SIMPLES RATIFICAÇÃO DOS TERMOS DA R. DECISÃO DE 1° GRAU, QUE SE MOSTRA SUFICIENTEMENTE MOTIVADA - RECURSOS NÃO PROVIDOS.
RECURSO DO BANCO WESTERN UNION – PRETENSÃO DE QUE SEJA RECONHECIDA INCOMPETÊNCIA DO JUDICIÁRIO BRASILEIRO, BEM COMO DA APLICAÇÃO DA TAXA SELIC - QUESTÃO QUE NÃO CONSTA DA PEÇA DE DEFESA – INDEVIDA INOVAÇÃO RECURSAL – QUESTÃO QUE NÃO DEVE SER CONHECIDA POR ESTA TURMA JULGADORA - RECURSO NÃO CONHECIDO."
1024767-82.2023.8.26.0001,19737505,Apelação Cível,Bancários,Simões de Vergueiro,São Paulo,16ª Câmara de Direito Privado,16,Direito Privado,19/09/2025,19/09/2025,5000.0,False,False,204,"RECURSO DE APELAÇÃO INTERPOSTO CONTRA R. SENTENÇA PELA QUAL FOI JULGADA PROCEDENTE AÇÃO DECLARATÓRIA, C.C. OBRIGAÇÃO DE FAZER, E COM REPARAÇÃO DE DANOS MATERIAIS E MORAIS – ALEGAÇÃO DE INCORREÇÃO, COM PEDIDO DE REFORMA.

INEXIGIBILIDADE DO DÉBITO EM QUESTÃO – CASA BANCÁRIA QUE NÃO SE DESINCUMBIU DE COMPROVAR REGULARIDADE DA CONTRATAÇÃO QUESTIONADA – PERÍCIA GRAFOTÉCNICA QUE CONCLUIU QUE A ASSINATURA APOSTA AO CONTRATO NÃO PARTIU DO PUNHO DA AUTORA – ADEQUADO RECONHECIMENTO DA INEXISTÊNCIA DE CONTRATAÇÃO DE ""PORTABILIDADE"" - SITUAÇÃO QUE EVIDENCIA A INSEGURANÇA E O DESCONFORTO DA CORRENTISTA PELOS SERVIÇOS MAU PRESTADOS, POIS NÃO ATENDERAM A EXPECTATIVA MÍNIMA NECESSÁRIA AO CUMPRIMENTO DA OBRIGAÇÃO CONTRATUAL – PRESENÇA DO DEVER DE PRESTAR COMPENSAÇÃO – DANOS MORAIS CONFIGURADOS.

TERMO INICIAL DOS JUROS MORATÓRIOS – APLICAÇÃO DO TEOR DA SÚMULA Nº 54, NOS LIMITES EM QUE EDITADA PELO C. STJ – PLENA MANUTENÇÃO DA R. SENTENÇA COMO PROFERIDA – RECURSO NÃO PROVIDO.

PEDIDO DIRIGIDO A REDUÇÃO DA VERBA COMPENSATÓRIA – VALOR DEFINIDO A TÍTULO DE COMPENSAÇÃO, ESTE DA ORDEM DE R$ 5.000,00 (CINCO MIL REAIS), QUE NÃO PODE SER CONSIDERADO EXCESSIVO – CONDENAÇÃO DA CASA BANCÁRIA A DEVOLUÇÃO, EM DOBRO, DOS VALORES INDEVIDAMENTE DESCONTADOS – DEVOLUÇÃO QUE DEVERÁ SE DAR DE FORMA SIMPLES – RECURSO PARCIALMENTE PROVIDO."
1000725-88.2025.8.26.0068,19737993,Apelação Cível,Extravio de bagagem,Sidney Braga,Barueri,19ª Câmara de Direito Privado,19,Direito Privado,19/09/2025,19/09/2025,1000.0,False,True,327,"APELAÇÃO CÍVEL - RESPONSABILIDADE CIVIL - TRANSPORTE AÉREO - AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS - ATRASO DE VOO INTERNACIONAL E EXTRAVIO TEMPORÁRIO DE BAGAGEM - Sentença de parcial procedência - Recurso da parte autora buscando majoração do quantum indenizatório de danos morais - Responsabilidade da companhia aérea por falha na prestação de serviço incontroversa, ante a ausência de recurso da ré - Caso concreto - Atraso do voo em apenas 02 horas na chegada ao destino - Restituição da bagagem no destino final, cidade de residência da parte autora, com 7 e 9 dias de atraso - Danos morais fixados em R$ 1.000,00 - Majoração - Impossibilidade - Inexistência de circunstâncias extraordinárias a justificar a majoração - Autor que não comprovou circunstâncias excepcionais e que evidenciem os danos morais , como perda de compromissos profissionais ou de lazer - Ademais, bagagem devolvida sem avarias ou extravio de objetos - Mero aborrecimento - Inexistência de circunstâncias extraordinárias a justificar o pedido de majoração - Precedentes - Manutenção do valor arbitrado pelo juízo, diante da ausência de recurso por parte da ré -Sucumbência integral da ré - Inexistência de sucumbência recíproca pela fixação de indenização por danos morais em valor inferior ao pleiteado - Súmula 326 do STJ que não conflita com o art. 292, V, do CPC/2015 - Valor sugerido pela parte autora para a indenização por danos morais traduz mero indicativo referencial - Precedente do E. STJ - Honorários advocatícios - Proveito econômico do autor no valor de R$ 1.000,00 - Aplicação do Tema 1.076, do C. STJ ao caso - Honorários fixados em 10% sobre o valor da condenação que são irrisórios - Fixação que deve se dar em 10% do valor da causa - Reforma parcial da r. sentença para impor à ré o pagamento integral dos ônus sucumbenciais e fixar os honorários devidos ao advogado da parte autora em 10% do valor da causa - Sentença parcialmente reformada.

Dá-se parcial provimento ao recurso."
1017909-50.2024.8.26.0405,19733501,Apelação Cível,Bancários,Guilherme Santini Teodoro,Osasco,Núcleo 4.0-T. II (DP2),,,18/09/2025,18/09/2025,5000.0,True,False,116,"BANCÁRIO. Inexigibilidade de débito com reparação por danos morais . Restrição cadastral. Sentença de parcial procedência. Inconformismo das partes. Determinação ao autor de complementação do preparo. Desatendimento. Deserção decretada. Cédulas de crédito bancário supostamente emitidas em nome do autor com base em cadastro que apresentava incongruências evidentes, tais como divergência de nome e endereço eletrônico, além de constar que, na data da abertura, o contratante teria apenas 11 anos de idade. Inexigibilidade dos débitos bem pronunciada. Restrições cadastrais indevidas. Dano moral configurado. Arbitramento da reparação em R$ 5.000,00 que não comporta alteração. Sentença correta. Ratificação conforme artigo 252 do Regimento Interno deste Tribunal de Justiça. Recurso do autor não conhecido e apelo do réu não provido."
1003291-67.2024.8.26.0222,19731048,Apelação Cível,Seguro,Rômolo Russo,Guariba,34ª Câmara de Direito Privado,34,Direito Privado,18/09/2025,18/09/2025,5000.0,False,False,386,"Apelação Cível. Declaratória de inexistência de relação jurídica e inexigibilidade de valores c/c repetição do indébito e indenização por danos morais . Sentença de parcial procedência do pedido. Inconformismo do autor. 

Declaração de inexistência de relação jurídica e inexigibilidade do débito e condenação da ré à restituição em dobro e ao pagamento de indenização por danos morais . Coisa julgada material e formal (arts. 505 e 1.013, caput, do CPC).

Indenização por danos morais . Conduta ilícita e abusiva da ré. Concreta afronta a núcleo essencial de proteção conferida pelo ordenamento, não se tratando de mero dissabor ou incômodo. Autor que teve reduzido o valor de seu benefício previdenciário, em prejuízo à sua subsistência. Desnecessidade de comprovação de efetiva ocorrência de prejuízo (damnum in re ipsa). Grau de reprovabilidade da conduta ilegal e tantas vezes reiterada por parte da ré. Quantum indenizatório arbitrado em R$ 5.000,00. Adequação e simetria com hipóteses semelhantes. Precedentes. 

Honorários advocatícios sucumbenciais. Pleito de aplicação do art. 85, § 8º-A, do CPC. Trabalho realizado pelo advogado e o tempo exigido para o seu serviço devem ser levados em consideração qualquer que seja a modalidade de arbitramento. Indicação de que o julgador ""deverá observar os valores recomendados pelo Conselho Seccional da Ordem dos Advogados do Brasil"" que exsurge como referencial para o arbitramento a ser ponderado com os critérios ordinários de quantificação dos honorários, na medida em que o art. 85 do CPC, compreendido em sua integralidade, estabelece a concomitante observância do ""disposto nos incisos do § 2º"". Inadmissível a interpretação no sentido de que os honorários devidos ""serão"" aqueles recomendados pelo Conselho Seccional da OAB. Conquanto não haja ainda entendimento jurisprudencial do STJ acerca do § 8º-A do art. 85 do CPC, é cabível aplicação analógica da exegese jurisprudencial atribuída ao art. 22 da Lei nº 8.906/94. REsp n. 1.656.322/SC, julgado pelo rito dos recursos repetitivos, estabeleceu que os valores recomendados Conselho Seccional da OAB constituem referencial, devendo o arbitramento dos honorários devidos ao defensor dativo serem fixados com base na complexidade da causa e no trabalho despendido. Estudo sobre os precedentes deste TJ/SP. Hipótese dos autos em que, em razão da peculiaridade da causa e do tempo de duração do processo, devido o arbitramento de honorários advocatícios sucumbenciais no importe de 20% do valor da condenação.

Sentença reformada. Recurso parcialmente provido."
1013443-51.2021.8.26.0006,19729376,Apelação Cível,Acidente de Trânsito,Léa Duarte,São Paulo,Núcleo 4.0-T. IV (DP3),,,17/09/2025,17/09/2025,70000.0,False,True,355,"DIREITO CIVIL E PROCESSUAL CIVIL. RESPONSABILIDADE CIVIL. APELAÇÃO CÍVEL EM AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS E MATERIAIS DECORRENTES DE ATROPELAMENTO. RESPONSABILIDADE DO CONDUTOR CONFIGURADA. RESPONSABILIDADE SOLIDÁRIA DA LOCADORA. IMPOSSIBILIDADE DE VINCULAÇÃO DA INDENIZAÇÃO AO LIMITE DA APÓLICE DE SEGURO. DEDUÇÃO DO DPVAT. RECURSO DESPROVIDO.
I. CASO EM EXAME
1. Ação indenizatória em razão de atropelamento que ocasionou invalidez permanente da vítima e, posteriormente, seu falecimento. O juízo condenou os réus, de forma solidária, ao pagamento de indenização por danos morais no valor de R$ 70.000,00, deduzido o montante já recebido a título de seguro DPVAT, rejeitando o pedido de indenização por danos materiais e o reconvencional. Apelam os autores pleiteando a majoração da indenização.
II. QUESTÃO EM DISCUSSÃO
2. Há três questões: (i) existência de direito ao recebimento de uma indenização por danos materiais; (ii) adequação do valor fixado a título de danos morais ; (iii) estabelecer se é cabível a exclusão do abatimento do valor recebido pelo seguro DPVAT.
III. RAZÕES DE DECIDIR
3. O condutor responde integralmente pelos danos causados em acidente de trânsito, nos termos dos arts. 186 e 927 do Código Civil.
4. A locadora do veículo responde solidariamente pelos danos causados, nos termos da Súmula 492 do STF.
5. A seguradora somente poderia ser responsabilizada dentro dos limites da apólice contratada caso figurasse no polo passivo, razão pela qual não é juridicamente possível vincular o valor da indenização ao teto da cobertura securitária quando a seguradora não integra a lide.
6. O abatimento do seguro DPVAT é obrigatório, em conformidade com a Súmula 246 do STJ, que não distingue entre indenizações por danos materiais ou morais, pois visa evitar dupla reparação pelo mesmo fato gerador.
7. O valor da indenização por danos morais fixado em R$ 70.000,00 observa os critérios de proporcionalidade e razoabilidade, considerando a gravidade das lesões, o período de sofrimento da vítima e a repercussão sobre seus familiares.
IV. DISPOSITIVO E TESE
8. Recurso desprovido.
Dispositivos relevantes citados: CC, arts. 186 e 927; CPC, art. 1.026, § 2º.
Jurisprudência relevante citada: STF, Súmula 492; STJ, Súmula 246; STJ, Súmula 326; STJ, Súmula 211; STF, Súmula 282."
1002618-03.2024.8.26.0084,19724811,Apelação Cível,Estabelecimentos de Ensino,Marcello do Amaral Perino,Campinas,33ª Câmara de Direito Privado,33,Direito Privado,17/09/2025,17/09/2025,5403.37,True,False,205,"APELAÇÃO – Ação de Obrigação de Fazer. – Retenção de Diploma por inadimplemento. – Dano moral configurado. A retenção do diploma e o atraso na emissão do certificado, que impediram a apelante de participar da colação de grau, da cerimônia de formatura e do registro no COREN/SP, ultrapassam o mero inadimplemento contratual e configuram violação a direitos da personalidade. - A conduta da instituição de ensino é ilícita, pois viola o art. 6º da Lei nº 9.870/1999, que veda a retenção de documentos escolares por inadimplemento, sendo reiteradamente rechaçada pela jurisprudência do STJ e dos tribunais estaduais. - O dano moral é caracterizado pela frustração do projeto de vida e pela impossibilidade de inserção profissional da autora, o que justifica a fixação de indenização compensatória. - A quantia fixada a título de indenização por danos morais – R$ 5.403,37 – é equivalente ao valor do débito reconhecido pela autora, permite a compensação legal nos termos dos arts. 368 e 369 do Código Civil. - A reconvenção é admissível, porquanto fundada em relação de interdependência fática e jurídica com a pretensão inicial, sendo cabível o seu processamento nos próprios autos da ação principal. – Reforma da sentença no tocante a ação principal. – Recurso Parcialmente Provido."
1005524-40.2024.8.26.0609,19722265,Apelação Cível,Bancários,Castro Figliolia,Taboão da Serra,12ª Câmara de Direito Privado,12,Direito Privado,16/09/2025,16/09/2025,7000.0,True,False,193,"APELAÇÃO – AÇÃO DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANOS MATERIAL E MORAL JULGADA PARCIALMENTE PROCEDENTE – EMPRÉSTIMOS CONSIGNADOS DECLARADOS INEXIGÍVEIS – INDENIZAÇÃO POR DANO MORAL FIXADA EM R$7.000,00 – RECURSO DO RÉU.

PRELIMINAR – ILEGITIMIDADE PASSIVA – NÃO OCORRÊNCIA – instituição financeira diretamente ligada ao direito material descrito na causa de pedir que envolve falha na prestação de serviços – preliminar afastada.

GOLPE DA CENTRAL DE ATENDIMENTO – relação de consumo – operações fraudulentas na conta bancária do apelado – responsabilidade objetiva – artigo 14 do CDC – transações realizadas por terceiro fraudador, sem prova de culpa exclusiva do correntista – falha na segurança quanto ao serviço prestado pelo apelante – inexigibilidade das operações praticadas pelos fraudadores que era de rigor – dano moral que se patenteou – inocorrência de mero aborrecimento – violação à paz de espírito – perda de tempo para resolução do problema – desvio produtivo do consumidor – fixação da indenização em valor adequado às circunstâncias do fato, proporcional ao dano e com observância ao caráter educativo-punitivo que compõe a indenização na hipótese.

Resultado: sentença mantida, nos termos do artigo 252 do RITJSP – recurso desprovido."
1000249-67.2024.8.26.0300,19708433,Apelação Cível,Associação,Olavo Sá,Jardinópolis,Núcleo 4.0-T. I (DP1),,,12/09/2025,12/09/2025,2000.0,False,True,135,"APELAÇÃO - AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DE RELAÇÃO JURÍDICA C.C. INDENIZAÇÃO POR DANOS MORAIS – ASSOCIACAO DE APOSENTADOS MUTUALISTA PARA BENEFICIOS COLETIVOS – AMBEC - Negativa de filiação – Pleito de ressarcimento em dobro dos valores e indenização dos danos morais – Ação julgada procedente - Irresignação da parte requerente quanto ao valor da indenização extrapatrimonial, fixada em R$ 2.000,00 – Montante razoável e proporcional ao agravo - Inexistência de elementos que demonstrem a ocorrência de ofensa significativa a ensejar a majoração do quantum – Honorários sucumbências – Reduzido valor da condenação que resulta em montante que não remunera adequadamente o trabalho do advogado – Majoração pertinente – CPC, art. 85, §§ 8º e 8º-A, do CPC – Fixação por equidade em indicado na Tabela da OAB/SP 2025, item 10.3 – RECURSO PROVIDO EM PARTE."
